satellite_id,plane,slot,coverage_availability_after_removal,coverage_loss_ratio,critical_sample_hits
847,16,15,1.0,0.0,0
848,16,16,1.0,0.0,0
849,16,17,1.0,0.0,0
850,16,18,1.0,0.0,0
851,16,19,1.0,0.0,0
852,16,20,1.0,0.0,0
853,16,21,1.0,0.0,0
854,16,22,1.0,0.0,0
855,16,23,1.0,0.0,0
856,16,24,1.0,0.0,0
857,16,25,1.0,0.0,0
858,16,26,1.0,0.0,0
859,16,27,1.0,0.0,0
860,16,28,1.0,0.0,0
861,16,29,1.0,0.0,0
862,16,30,1.0,0.0,0
863,16,31,1.0,0.0,0
864,16,32,1.0,0.0,0
865,16,33,0.9999950760327023,4.923967297730476e-06,1
866,16,34,1.0,0.0,0
867,16,35,1.0,0.0,0
868,16,36,1.0,0.0,0
869,16,37,1.0,0.0,0
870,16,38,1.0,0.0,0
871,16,39,1.0,0.0,0
872,16,40,1.0,0.0,0
873,16,41,1.0,0.0,0
874,16,42,1.0,0.0,0
875,16,43,1.0,0.0,0
876,16,44,1.0,0.0,0
877,16,45,1.0,0.0,0
878,16,46,1.0,0.0,0
879,16,47,1.0,0.0,0
880,16,48,1.0,0.0,0
881,16,49,1.0,0.0,0
882,16,50,1.0,0.0,0
883,16,51,1.0,0.0,0
884,17,0,1.0,0.0,0
885,17,1,1.0,0.0,0
886,17,2,1.0,0.0,0
887,17,3,0.9999950760327023,4.923967297730476e-06,1
888,17,4,1.0,0.0,0
889,17,5,1.0,0.0,0
890,17,6,1.0,0.0,0
891,17,7,1.0,0.0,0
892,17,8,1.0,0.0,0
893,17,9,1.0,0.0,0
894,17,10,1.0,0.0,0
895,17,11,1.0,0.0,0
896,17,12,1.0,0.0,0
897,17,13,1.0,0.0,0
898,17,14,1.0,0.0,0
899,17,15,1.0,0.0,0
900,17,16,1.0,0.0,0
901,17,17,1.0,0.0,0
902,17,18,1.0,0.0,0
903,17,19,1.0,0.0,0
904,17,20,1.0,0.0,0
905,17,21,1.0,0.0,0
906,17,22,1.0,0.0,0
907,17,23,1.0,0.0,0
908,17,24,1.0,0.0,0
909,17,25,1.0,0.0,0
910,17,26,1.0,0.0,0
911,17,27,1.0,0.0,0
912,17,28,1.0,0.0,0
913,17,29,1.0,0.0,0
914,17,30,1.0,0.0,0
915,17,31,1.0,0.0,0
916,17,32,1.0,0.0,0
917,17,33,1.0,0.0,0
918,17,34,1.0,0.0,0
919,17,35,1.0,0.0,0
920,17,36,1.0,0.0,0
921,17,37,1.0,0.0,0
922,17,38,1.0,0.0,0
923,17,39,1.0,0.0,0
924,17,40,1.0,0.0,0
925,17,41,1.0,0.0,0
926,17,42,1.0,0.0,0
927,17,43,1.0,0.0,0
928,17,44,1.0,0.0,0
929,17,45,1.0,0.0,0
930,17,46,1.0,0.0,0
931,17,47,1.0,0.0,0
932,17,48,1.0,0.0,0
933,17,49,1.0,0.0,0
934,17,50,1.0,0.0,0
935,17,51,1.0,0.0,0
936,18,0,1.0,0.0,0
937,18,1,1.0,0.0,0
938,18,2,1.0,0.0,0
939,18,3,1.0,0.0,0
940,18,4,1.0,0.0,0
941,18,5,1.0,0.0,0
942,18,6,1.0,0.0,0
943,18,7,1.0,0.0,0
944,18,8,1.0,0.0,0
945,18,9,0.9999951120456023,4.887954397715313e-06,1
946,18,10,1.0,0.0,0
947,18,11,1.0,0.0,0
948,18,12,1.0,0.0,0
949,18,13,1.0,0.0,0
950,18,14,1.0,0.0,0
951,18,15,1.0,0.0,0
952,18,16,1.0,0.0,0
953,18,17,1.0,0.0,0
954,18,18,1.0,0.0,0
955,18,19,1.0,0.0,0
956,18,20,1.0,0.0,0
957,18,21,1.0,0.0,0
958,18,22,1.0,0.0,0
959,18,23,1.0,0.0,0
960,18,24,1.0,0.0,0
961,18,25,1.0,0.0,0
962,18,26,1.0,0.0,0
963,18,27,1.0,0.0,0
964,18,28,1.0,0.0,0
965,18,29,1.0,0.0,0
966,18,30,1.0,0.0,0
967,18,31,1.0,0.0,0
968,18,32,1.0,0.0,0
969,18,33,1.0,0.0,0
970,18,34,1.0,0.0,0
971,18,35,1.0,0.0,0
972,18,36,1.0,0.0,0
973,18,37,1.0,0.0,0
974,18,38,1.0,0.0,0
975,18,39,1.0,0.0,0
976,18,40,1.0,0.0,0
977,18,41,1.0,0.0,0
978,18,42,1.0,0.0,0
979,18,43,1.0,0.0,0
980,18,44,1.0,0.0,0
981,18,45,1.0,0.0,0
982,18,46,1.0,0.0,0
983,18,47,1.0,0.0,0
984,18,48,1.0,0.0,0
985,18,49,1.0,0.0,0
986,18,50,1.0,0.0,0
987,18,51,1.0,0.0,0
988,19,0,1.0,0.0,0
989,19,1,1.0,0.0,0
990,19,2,1.0,0.0,0
991,19,3,1.0,0.0,0
992,19,4,1.0,0.0,0
993,19,5,1.0,0.0,0
994,19,6,1.0,0.0,0
995,19,7,1.0,0.0,0
996,19,8,1.0,0.0,0
997,19,9,1.0,0.0,0
998,19,10,1.0,0.0,0
999,19,11,1.0,0.0,0
1000,19,12,1.0,0.0,0
1001,19,13,0.9999950760327023,4.923967297730476e-06,1
1002,19,14,1.0,0.0,0
1003,19,15,1.0,0.0,0
1004,19,16,1.0,0.0,0
1005,19,17,1.0,0.0,0
1006,19,18,1.0,0.0,0
1007,19,19,1.0,0.0,0
1008,19,20,1.0,0.0,0
1009,19,21,1.0,0.0,0
1010,19,22,1.0,0.0,0
1011,19,23,1.0,0.0,0
1012,19,24,1.0,0.0,0
1013,19,25,1.0,0.0,0
1014,19,26,1.0,0.0,0
1015,19,27,1.0,0.0,0
1016,19,28,1.0,0.0,0
1017,19,29,1.0,0.0,0
1018,19,30,1.0,0.0,0
1019,19,31,1.0,0.0,0
1020,19,32,1.0,0.0,0
1021,19,33,1.0,0.0,0
1022,19,34,1.0,0.0,0
1023,19,35,1.0,0.0,0
1024,19,36,1.0,0.0,0
1025,19,37,1.0,0.0,0
1026,19,38,1.0,0.0,0
1027,19,39,1.0,0.0,0
1028,19,40,1.0,0.0,0
1029,19,41,1.0,0.0,0
1030,19,42,1.0,0.0,0
1031,19,43,1.0,0.0,0
1032,19,44,1.0,0.0,0
1033,19,45,1.0,0.0,0
1034,19,46,1.0,0.0,0
1035,19,47,1.0,0.0,0
1036,19,48,1.0,0.0,0
1037,19,49,1.0,0.0,0
1038,19,50,1.0,0.0,0
1039,19,51,1.0,0.0,0
1040,20,0,1.0,0.0,0
1041,20,1,1.0,0.0,0
1042,20,2,1.0,0.0,0
1043,20,3,1.0,0.0,0
1044,20,4,1.0,0.0,0
1045,20,5,1.0,0.0,0
1046,20,6,1.0,0.0,0
1047,20,7,1.0,0.0,0
1048,20,8,1.0,0.0,0
1049,20,9,1.0,0.0,0
1050,20,10,1.0,0.0,0
1051,20,11,1.0,0.0,0
1052,20,12,1.0,0.0,0
1053,20,13,1.0,0.0,0
1054,20,14,1.0,0.0,0
1055,20,15,1.0,0.0,0
1056,20,16,1.0,0.0,0
1057,20,17,1.0,0.0,0
1058,20,18,1.0,0.0,0
1059,20,19,1.0,0.0,0
1060,20,20,1.0,0.0,0
1061,20,21,1.0,0.0,0
1062,20,22,1.0,0.0,0
1063,20,23,1.0,0.0,0
1064,20,24,1.0,0.0,0
1065,20,25,1.0,0.0,0
1066,20,26,1.0,0.0,0
1067,20,27,1.0,0.0,0
1068,20,28,1.0,0.0,0
1069,20,29,1.0,0.0,0
1070,20,30,1.0,0.0,0
1071,20,31,1.0,0.0,0
1072,20,32,1.0,0.0,0
1073,20,33,1.0,0.0,0
1074,20,34,1.0,0.0,0
1075,20,35,1.0,0.0,0
1076,20,36,1.0,0.0,0
1077,20,37,1.0,0.0,0
1078,20,38,1.0,0.0,0
1079,20,39,1.0,0.0,0
1080,20,40,0.9999950760327023,4.923967297730476e-06,1
1081,20,41,1.0,0.0,0
1082,20,42,1.0,0.0,0
1083,20,43,1.0,0.0,0
1084,20,44,1.0,0.0,0
1085,20,45,1.0,0.0,0
1086,20,46,1.0,0.0,0
1087,20,47,1.0,0.0,0
1088,20,48,1.0,0.0,0
1089,20,49,1.0,0.0,0
1090,20,50,1.0,0.0,0
1091,20,51,1.0,0.0,0
1092,21,0,1.0,0.0,0
1093,21,1,0.9999950760327023,4.923967297730476e-06,1
1094,21,2,1.0,0.0,0
1095,21,3,1.0,0.0,0
1096,21,4,1.0,0.0,0
1097,21,5,1.0,0.0,0
1098,21,6,1.0,0.0,0
1099,21,7,1.0,0.0,0
1100,21,8,1.0,0.0,0
1101,21,9,1.0,0.0,0
1102,21,10,0.9999950760327023,4.923967297730476e-06,1
1103,21,11,1.0,0.0,0
1104,21,12,1.0,0.0,0
1105,21,13,1.0,0.0,0
1106,21,14,1.0,0.0,0
1107,21,15,1.0,0.0,0
1108,21,16,1.0,0.0,0
1109,21,17,1.0,0.0,0
1110,21,18,1.0,0.0,0
1111,21,19,1.0,0.0,0
1112,21,20,1.0,0.0,0
1113,21,21,1.0,0.0,0
1114,21,22,1.0,0.0,0
1115,21,23,1.0,0.0,0
1116,21,24,1.0,0.0,0
1117,21,25,1.0,0.0,0
1118,21,26,1.0,0.0,0
1119,21,27,1.0,0.0,0
1120,21,28,1.0,0.0,0
1121,21,29,1.0,0.0,0
1122,21,30,1.0,0.0,0
1123,21,31,1.0,0.0,0
1124,21,32,1.0,0.0,0
1125,21,33,1.0,0.0,0
1126,21,34,1.0,0.0,0
1127,21,35,1.0,0.0,0
1128,21,36,1.0,0.0,0
1129,21,37,1.0,0.0,0
1130,21,38,1.0,0.0,0
1131,21,39,0.9999951120456023,4.887954397715313e-06,1
1132,21,40,1.0,0.0,0
1133,21,41,1.0,0.0,0
1134,21,42,1.0,0.0,0
1135,21,43,1.0,0.0,0
1136,21,44,1.0,0.0,0
1137,21,45,1.0,0.0,0
1138,21,46,1.0,0.0,0
1139,21,47,1.0,0.0,0
1140,21,48,1.0,0.0,0
1141,21,49,1.0,0.0,0
1142,21,50,1.0,0.0,0
1143,21,51,1.0,0.0,0
1144,22,0,1.0,0.0,0
1145,22,1,1.0,0.0,0
1146,22,2,1.0,0.0,0
1147,22,3,1.0,0.0,0
1148,22,4,1.0,0.0,0
1149,22,5,1.0,0.0,0
1150,22,6,1.0,0.0,0
1151,22,7,1.0,0.0,0
1152,22,8,1.0,0.0,0
1153,22,9,1.0,0.0,0
1154,22,10,1.0,0.0,0
1155,22,11,1.0,0.0,0
1156,22,12,1.0,0.0,0
1157,22,13,1.0,0.0,0
1158,22,14,1.0,0.0,0
1159,22,15,1.0,0.0,0
1160,22,16,1.0,0.0,0
1161,22,17,1.0,0.0,0
1162,22,18,1.0,0.0,0
1163,22,19,1.0,0.0,0
1164,22,20,1.0,0.0,0
1165,22,21,1.0,0.0,0
1166,22,22,1.0,0.0,0
1167,22,23,1.0,0.0,0
1168,22,24,1.0,0.0,0
1169,22,25,1.0,0.0,0
1170,22,26,1.0,0.0,0
1171,22,27,1.0,0.0,0
1172,22,28,0.9999950760327023,4.923967297730476e-06,1
1173,22,29,1.0,0.0,0
1174,22,30,1.0,0.0,0
1175,22,31,1.0,0.0,0
1176,22,32,1.0,0.0,0
1177,22,33,1.0,0.0,0
1178,22,34,1.0,0.0,0
1179,22,35,1.0,0.0,0
1180,22,36,1.0,0.0,0
1181,22,37,1.0,0.0,0
1182,22,38,1.0,0.0,0
1183,22,39,1.0,0.0,0
1184,22,40,1.0,0.0,0
1185,22,41,1.0,0.0,0
1186,22,42,1.0,0.0,0
1187,22,43,1.0,0.0,0
1188,22,44,1.0,0.0,0
1189,22,45,0.9999950760327023,4.923967297730476e-06,1
1190,22,46,1.0,0.0,0
1191,22,47,1.0,0.0,0
1192,22,48,1.0,0.0,0
1193,22,49,1.0,0.0,0
1194,22,50,1.0,0.0,0
1195,22,51,1.0,0.0,0
1196,23,0,1.0,0.0,0
1197,23,1,1.0,0.0,0
1198,23,2,1.0,0.0,0
1199,23,3,1.0,0.0,0
1200,23,4,1.0,0.0,0
1201,23,5,1.0,0.0,0
1202,23,6,1.0,0.0,0
1203,23,7,1.0,0.0,0
1204,23,8,1.0,0.0,0
1205,23,9,1.0,0.0,0
1206,23,10,1.0,0.0,0
1207,23,11,1.0,0.0,0
1208,23,12,1.0,0.0,0
1209,23,13,1.0,0.0,0
1210,23,14,1.0,0.0,0
1211,23,15,1.0,0.0,0
1212,23,16,1.0,0.0,0
1213,23,17,1.0,0.0,0
1214,23,18,1.0,0.0,0
1215,23,19,1.0,0.0,0
1216,23,20,0.9999950760327023,4.923967297730476e-06,1
1217,23,21,1.0,0.0,0
1218,23,22,1.0,0.0,0
1219,23,23,1.0,0.0,0
1220,23,24,1.0,0.0,0
1221,23,25,1.0,0.0,0
1222,23,26,1.0,0.0,0
1223,23,27,1.0,0.0,0
1224,23,28,1.0,0.0,0
1225,23,29,1.0,0.0,0
1226,23,30,1.0,0.0,0
1227,23,31,1.0,0.0,0
1228,23,32,1.0,0.0,0
1229,23,33,1.0,0.0,0
1230,23,34,1.0,0.0,0
1231,23,35,1.0,0.0,0
1232,23,36,1.0,0.0,0
1233,23,37,1.0,0.0,0
1234,23,38,1.0,0.0,0
1235,23,39,1.0,0.0,0
1236,23,40,1.0,0.0,0
1237,23,41,1.0,0.0,0
1238,23,42,1.0,0.0,0
1239,23,43,1.0,0.0,0
1240,23,44,1.0,0.0,0
1241,23,45,1.0,0.0,0
1242,23,46,1.0,0.0,0
1243,23,47,1.0,0.0,0
1244,23,48,1.0,0.0,0
1245,23,49,1.0,0.0,0
1246,23,50,1.0,0.0,0
1247,23,51,1.0,0.0,0
1248,24,0,1.0,0.0,0
1249,24,1,1.0,0.0,0
1250,24,2,1.0,0.0,0
1251,24,3,1.0,0.0,0
1252,24,4,1.0,0.0,0
1253,24,5,1.0,0.0,0
1254,24,6,1.0,0.0,0
1255,24,7,1.0,0.0,0
1256,24,8,1.0,0.0,0
1257,24,9,1.0,0.0,0
1258,24,10,1.0,0.0,0
1259,24,11,1.0,0.0,0
1260,24,12,1.0,0.0,0
1261,24,13,1.0,0.0,0
1262,24,14,1.0,0.0,0
1263,24,15,1.0,0.0,0
1264,24,16,1.0,0.0,0
1265,24,17,1.0,0.0,0
1266,24,18,1.0,0.0,0
1267,24,19,1.0,0.0,0
1268,24,20,1.0,0.0,0
1269,24,21,1.0,0.0,0
1270,24,22,1.0,0.0,0
1271,24,23,1.0,0.0,0
1272,24,24,1.0,0.0,0
1273,24,25,1.0,0.0,0
1274,24,26,1.0,0.0,0
1275,24,27,1.0,0.0,0
1276,24,28,1.0,0.0,0
1277,24,29,1.0,0.0,0
1278,24,30,1.0,0.0,0
1279,24,31,1.0,0.0,0
1280,24,32,1.0,0.0,0
1281,24,33,0.9999950760327023,4.923967297730476e-06,1
1282,24,34,1.0,0.0,0
1283,24,35,1.0,0.0,0
1284,24,36,1.0,0.0,0
1285,24,37,1.0,0.0,0
1286,24,38,1.0,0.0,0
1287,24,39,1.0,0.0,0
1288,24,40,1.0,0.0,0
1289,24,41,1.0,0.0,0
1290,24,42,1.0,0.0,0
1291,24,43,1.0,0.0,0
1292,24,44,1.0,0.0,0
1293,24,45,1.0,0.0,0
1294,24,46,1.0,0.0,0
1295,24,47,1.0,0.0,0
1296,24,48,1.0,0.0,0
1297,24,49,1.0,0.0,0
1298,24,50,1.0,0.0,0
1299,24,51,1.0,0.0,0
1300,25,0,1.0,0.0,0
1301,25,1,1.0,0.0,0
1302,25,2,1.0,0.0,0
1303,25,3,1.0,0.0,0
1304,25,4,1.0,0.0,0
1305,25,5,1.0,0.0,0
1306,25,6,1.0,0.0,0
1307,25,7,1.0,0.0,0
1308,25,8,0.9999950760327023,4.923967297730476e-06,1
1309,25,9,1.0,0.0,0
1310,25,10,1.0,0.0,0
1311,25,11,1.0,0.0,0
1312,25,12,1.0,0.0,0
1313,25,13,1.0,0.0,0
1314,25,14,1.0,0.0,0
1315,25,15,1.0,0.0,0
1316,25,16,1.0,0.0,0
1317,25,17,1.0,0.0,0
1318,25,18,1.0,0.0,0
1319,25,19,1.0,0.0,0
1320,25,20,1.0,0.0,0
1321,25,21,1.0,0.0,0
1322,25,22,1.0,0.0,0
1323,25,23,1.0,0.0,0
1324,25,24,1.0,0.0,0
1325,25,25,1.0,0.0,0
1326,25,26,1.0,0.0,0
1327,25,27,1.0,0.0,0
1328,25,28,1.0,0.0,0
1329,25,29,1.0,0.0,0
1330,25,30,1.0,0.0,0
1331,25,31,1.0,0.0,0
1332,25,32,1.0,0.0,0
1333,25,33,1.0,0.0,0
1334,25,34,1.0,0.0,0
1335,25,35,1.0,0.0,0
1336,25,36,1.0,0.0,0
1337,25,37,1.0,0.0,0
1338,25,38,1.0,0.0,0
1339,25,39,1.0,0.0,0
1340,25,40,1.0,0.0,0
1341,25,41,1.0,0.0,0
1342,25,42,1.0,0.0,0
1343,25,43,1.0,0.0,0
1344,25,44,1.0,0.0,0
1345,25,45,1.0,0.0,0
1346,25,46,1.0,0.0,0
1347,25,47,1.0,0.0,0
1348,25,48,1.0,0.0,0
1349,25,49,1.0,0.0,0
1350,25,50,1.0,0.0,0
1351,25,51,1.0,0.0,0
1352,26,0,1.0,0.0,0
1353,26,1,1.0,0.0,0
1354,26,2,1.0,0.0,0
1355,26,3,1.0,0.0,0
1356,26,4,1.0,0.0,0
1357,26,5,1.0,0.0,0
1358,26,6,1.0,0.0,0
1359,26,7,1.0,0.0,0
1360,26,8,1.0,0.0,0
1361,26,9,1.0,0.0,0
1362,26,10,1.0,0.0,0
1363,26,11,1.0,0.0,0
1364,26,12,1.0,0.0,0
1365,26,13,1.0,0.0,0
1366,26,14,1.0,0.0,0
1367,26,15,1.0,0.0,0
1368,26,16,1.0,0.0,0
1369,26,17,1.0,0.0,0
1370,26,18,1.0,0.0,0
1371,26,19,1.0,0.0,0
1372,26,20,1.0,0.0,0
1373,26,21,1.0,0.0,0
1374,26,22,1.0,0.0,0
1375,26,23,1.0,0.0,0
1376,26,24,1.0,0.0,0
1377,26,25,1.0,0.0,0
1378,26,26,1.0,0.0,0
1379,26,27,1.0,0.0,0
1380,26,28,1.0,0.0,0
1381,26,29,1.0,0.0,0
1382,26,30,1.0,0.0,0
1383,26,31,1.0,0.0,0
1384,26,32,1.0,0.0,0
1385,26,33,1.0,0.0,0
1386,26,34,1.0,0.0,0
1387,26,35,0.9999950760327023,4.923967297730476e-06,1
1388,26,36,1.0,0.0,0
1389,26,37,1.0,0.0,0
1390,26,38,1.0,0.0,0
1391,26,39,1.0,0.0,0
1392,26,40,1.0,0.0,0
1393,26,41,1.0,0.0,0
1394,26,42,1.0,0.0,0
1395,26,43,0.9999950760327023,4.923967297730476e-06,1
1396,26,44,1.0,0.0,0
1397,26,45,1.0,0.0,0
1398,26,46,1.0,0.0,0
1399,26,47,1.0,0.0,0
1400,26,48,1.0,0.0,0
1401,26,49,1.0,0.0,0
1402,26,50,1.0,0.0,0
1403,26,51,1.0,0.0,0
1404,27,0,1.0,0.0,0
1405,27,1,1.0,0.0,0
1406,27,2,1.0,0.0,0
1407,27,3,1.0,0.0,0
1408,27,4,1.0,0.0,0
1409,27,5,1.0,0.0,0
1410,27,6,1.0,0.0,0
1411,27,7,1.0,0.0,0
1412,27,8,1.0,0.0,0
1413,27,9,1.0,0.0,0
1414,27,10,1.0,0.0,0
1415,27,11,1.0,0.0,0
1416,27,12,1.0,0.0,0
1417,27,13,0.9999950760327023,4.923967297730476e-06,1
1418,27,14,1.0,0.0,0
1419,27,15,1.0,0.0,0
1420,27,16,1.0,0.0,0
1421,27,17,1.0,0.0,0
1422,27,18,0.9999950760327023,4.923967297730476e-06,1
1423,27,19,1.0,0.0,0
1424,27,20,1.0,0.0,0
1425,27,21,1.0,0.0,0
1426,27,22,1.0,0.0,0
1427,27,23,1.0,0.0,0
1428,27,24,1.0,0.0,0
1429,27,25,1.0,0.0,0
1430,27,26,1.0,0.0,0
1431,27,27,1.0,0.0,0
1432,27,28,0.9999950910487518,4.908951248187867e-06,1
1433,27,29,1.0,0.0,0
1434,27,30,1.0,0.0,0
1435,27,31,1.0,0.0,0
1436,27,32,1.0,0.0,0
1437,27,33,1.0,0.0,0
1438,27,34,1.0,0.0,0
1439,27,35,1.0,0.0,0
1440,27,36,1.0,0.0,0
1441,27,37,1.0,0.0,0
1442,27,38,1.0,0.0,0
1443,27,39,1.0,0.0,0
1444,27,40,1.0,0.0,0
1445,27,41,1.0,0.0,0
1446,27,42,1.0,0.0,0
1447,27,43,1.0,0.0,0
1448,27,44,1.0,0.0,0
1449,27,45,1.0,0.0,0
1450,27,46,1.0,0.0,0
1451,27,47,1.0,0.0,0
1452,27,48,1.0,0.0,0
1453,27,49,1.0,0.0,0
1454,27,50,1.0,0.0,0
1455,27,51,1.0,0.0,0
1456,28,0,1.0,0.0,0
1457,28,1,1.0,0.0,0
1458,28,2,1.0,0.0,0
1459,28,3,0.9999950910487518,4.908951248187867e-06,1
1460,28,4,1.0,0.0,0
1461,28,5,1.0,0.0,0
1462,28,6,1.0,0.0,0
1463,28,7,1.0,0.0,0
1464,28,8,1.0,0.0,0
1465,28,9,1.0,0.0,0
1466,28,10,1.0,0.0,0
1467,28,11,1.0,0.0,0
1468,28,12,1.0,0.0,0
1469,28,13,1.0,0.0,0
1470,28,14,1.0,0.0,0
1471,28,15,1.0,0.0,0
1472,28,16,1.0,0.0,0
1473,28,17,0.9999951120456023,4.887954397715313e-06,1
1474,28,18,1.0,0.0,0
1475,28,19,1.0,0.0,0
1476,28,20,1.0,0.0,0
1477,28,21,1.0,0.0,0
1478,28,22,0.9999951389976722,4.861002327740798e-06,1
1479,28,23,1.0,0.0,0
1480,28,24,1.0,0.0,0
1481,28,25,1.0,0.0,0
1482,28,26,1.0,0.0,0
1483,28,27,1.0,0.0,0
1484,28,28,1.0,0.0,0
1485,28,29,1.0,0.0,0
1486,28,30,1.0,0.0,0
1487,28,31,1.0,0.0,0
1488,28,32,1.0,0.0,0
1489,28,33,1.0,0.0,0
1490,28,34,1.0,0.0,0
1491,28,35,1.0,0.0,0
1492,28,36,0.9999951389976722,4.861002327740798e-06,1
1493,28,37,1.0,0.0,0
1494,28,38,1.0,0.0,0
1495,28,39,1.0,0.0,0
1496,28,40,0.9999950760327023,4.923967297730476e-06,1
1497,28,41,1.0,0.0,0
1498,28,42,1.0,0.0,0
1499,28,43,1.0,0.0,0
1500,28,44,1.0,0.0,0
1501,28,45,1.0,0.0,0
1502,28,46,1.0,0.0,0
1503,28,47,1.0,0.0,0
1504,28,48,1.0,0.0,0
1505,28,49,1.0,0.0,0
1506,28,50,1.0,0.0,0
1507,28,51,1.0,0.0,0
1508,29,0,1.0,0.0,0
1509,29,1,1.0,0.0,0
1510,29,2,1.0,0.0,0
1511,29,3,1.0,0.0,0
1512,29,4,1.0,0.0,0
1513,29,5,1.0,0.0,0
1514,29,6,1.0,0.0,0
1515,29,7,1.0,0.0,0
1516,29,8,1.0,0.0,0
1517,29,9,1.0,0.0,0
1518,29,10,1.0,0.0,0
1519,29,11,1.0,0.0,0
1520,29,12,1.0,0.0,0
1521,29,13,1.0,0.0,0
1522,29,14,1.0,0.0,0
1523,29,15,0.9999950760327023,4.923967297730476e-06,1
1524,29,16,1.0,0.0,0
1525,29,17,1.0,0.0,0
1526,29,18,1.0,0.0,0
1527,29,19,1.0,0.0,0
1528,29,20,1.0,0.0,0
1529,29,21,1.0,0.0,0
1530,29,22,1.0,0.0,0
1531,29,23,1.0,0.0,0
1532,29,24,1.0,0.0,0
1533,29,25,1.0,0.0,0
1534,29,26,1.0,0.0,0
1535,29,27,1.0,0.0,0
1536,29,28,1.0,0.0,0
1537,29,29,1.0,0.0,0
1538,29,30,1.0,0.0,0
1539,29,31,1.0,0.0,0
1540,29,32,1.0,0.0,0
1541,29,33,1.0,0.0,0
1542,29,34,1.0,0.0,0
1543,29,35,1.0,0.0,0
1544,29,36,0.9999950760327023,4.923967297730476e-06,1
1545,29,37,1.0,0.0,0
1546,29,38,1.0,0.0,0
1547,29,39,1.0,0.0,0
1548,29,40,1.0,0.0,0
1549,29,41,1.0,0.0,0
1550,29,42,1.0,0.0,0
1551,29,43,1.0,0.0,0
1552,29,44,1.0,0.0,0
1553,29,45,0.9999950760327023,4.923967297730476e-06,1
1554,29,46,1.0,0.0,0
1555,29,47,1.0,0.0,0
1556,29,48,1.0,0.0,0
1557,29,49,1.0,0.0,0
1558,29,50,1.0,0.0,0
1559,29,51,1.0,0.0,0
1560,30,0,1.0,0.0,0
1561,30,1,1.0,0.0,0
1562,30,2,1.0,0.0,0
1563,30,3,1.0,0.0,0
1564,30,4,1.0,0.0,0
1565,30,5,1.0,0.0,0
1566,30,6,1.0,0.0,0
1567,30,7,1.0,0.0,0
1568,30,8,1.0,0.0,0
1569,30,9,1.0,0.0,0
1570,30,10,1.0,0.0,0
1571,30,11,1.0,0.0,0
1572,30,12,1.0,0.0,0
1573,30,13,1.0,0.0,0
1574,30,14,1.0,0.0,0
1575,30,15,1.0,0.0,0
1576,30,16,1.0,0.0,0
1577,30,17,1.0,0.0,0
1578,30,18,1.0,0.0,0
1579,30,19,1.0,0.0,0
1580,30,20,1.0,0.0,0
1581,30,21,1.0,0.0,0
1582,30,22,1.0,0.0,0
1583,30,23,1.0,0.0,0
1584,30,24,1.0,0.0,0
1585,30,25,1.0,0.0,0
1586,30,26,1.0,0.0,0
1587,30,27,1.0,0.0,0
1588,30,28,1.0,0.0,0
1589,30,29,1.0,0.0,0
1590,30,30,1.0,0.0,0
1591,30,31,1.0,0.0,0
1592,30,32,1.0,0.0,0
1593,30,33,1.0,0.0,0
1594,30,34,1.0,0.0,0
1595,30,35,1.0,0.0,0
1596,30,36,1.0,0.0,0
1597,30,37,1.0,0.0,0
1598,30,38,1.0,0.0,0
1599,30,39,1.0,0.0,0
1600,30,40,1.0,0.0,0
1601,30,41,1.0,0.0,0
1602,30,42,1.0,0.0,0
1603,30,43,1.0,0.0,0
1604,30,44,1.0,0.0,0
1605,30,45,1.0,0.0,0
1606,30,46,1.0,0.0,0
1607,30,47,1.0,0.0,0
1608,30,48,1.0,0.0,0
1609,30,49,1.0,0.0,0
1610,30,50,1.0,0.0,0
1611,30,51,1.0,0.0,0
1612,31,0,1.0,0.0,0
1613,31,1,1.0,0.0,0
1614,31,2,1.0,0.0,0
1615,31,3,1.0,0.0,0
1616,31,4,1.0,0.0,0
1617,31,5,1.0,0.0,0
1618,31,6,1.0,0.0,0
1619,31,7,1.0,0.0,0
1620,31,8,1.0,0.0,0
1621,31,9,1.0,0.0,0
1622,31,10,1.0,0.0,0
1623,31,11,1.0,0.0,0
1624,31,12,1.0,0.0,0
1625,31,13,1.0,0.0,0
1626,31,14,1.0,0.0,0
1627,31,15,1.0,0.0,0
1628,31,16,1.0,0.0,0
1629,31,17,1.0,0.0,0
1630,31,18,1.0,0.0,0
1631,31,19,1.0,0.0,0
1632,31,20,1.0,0.0,0
1633,31,21,1.0,0.0,0
1634,31,22,1.0,0.0,0
1635,31,23,1.0,0.0,0
1636,31,24,1.0,0.0,0
1637,31,25,1.0,0.0,0
1638,31,26,0.9999950760327023,4.923967297730476e-06,1
1639,31,27,1.0,0.0,0
1640,31,28,1.0,0.0,0
1641,31,29,1.0,0.0,0
1642,31,30,1.0,0.0,0
1643,31,31,1.0,0.0,0
1644,31,32,1.0,0.0,0
1645,31,33,1.0,0.0,0
1646,31,34,1.0,0.0,0
1647,31,35,1.0,0.0,0
1648,31,36,1.0,0.0,0
1649,31,37,1.0,0.0,0
1650,31,38,1.0,0.0,0
1651,31,39,1.0,0.0,0
1652,31,40,1.0,0.0,0
1653,31,41,1.0,0.0,0
1654,31,42,1.0,0.0,0
1655,31,43,1.0,0.0,0
1656,31,44,1.0,0.0,0
