planes,sats_per_plane,inclination_deg,phase_factor,raan0_deg,phase0_deg,total_satellites,screen_score,min_multiplicity,spacetime_single_ratio,min_point_single_availability,spacetime_double_ratio,min_point_double_availability,max_gap_s,worst_time_index,worst_time_single_ratio,average_multiplicity,min_margin_deg,evaluation
34,37,52.0,1,0.0,0.0,1258,1.17101375,0,0.9773830287936354,0.875,0.7455621277611281,0.4375,1200.0,5,0.9683609999104845,2.318979402047105,-4.36446872665254,coarse_3deg_600s
32,40,52.0,1,0.0,0.0,1280,1.1717052083333335,0,0.9814376191633003,0.875,0.7653457119110106,0.5138888888888888,3000.0,116,0.9663211281277098,2.358596009606023,-4.36446872665254,coarse_3deg_600s
41,31,52.0,0,0.0,0.0,1271,1.1781754166666667,0,0.9829190389660236,0.8611111111111112,0.7685169963299816,0.4652777777777778,600.0,62,0.8765834932466132,2.3420054472701577,-4.36446872665254,coarse_3deg_600s
34,35,52.0,1,0.0,0.0,1190,1.1612770833333335,0,0.9641527898599398,0.8541666666666666,0.7069822766813674,0.4027777777777778,1200.0,33,0.9490920766981226,2.194459761129216,-4.36446872665254,coarse_3deg_600s
37,34,52.0,9,0.0,0.0,1258,1.1517429166666666,0,0.9552287245308378,0.8541666666666666,0.6941681190206372,0.4305555555555556,1200.0,23,0.9330094738723589,2.319079019792659,-4.36446872665254,coarse_3deg_600s
40,32,52.0,1,0.0,0.0,1280,1.1736583333333335,0,0.9791213462421072,0.8541666666666666,0.7857694201296904,0.5,1200.0,130,0.9527257907915325,2.3601294250727225,-4.36446872665254,coarse_3deg_600s
32,40,58.0,0,0.0,0.0,1280,1.1581635416666667,0,0.9724907607188064,0.8541666666666666,0.703572660811673,0.375,3000.0,23,0.9540430558072757,1.9823530117830717,-4.36446872665254,coarse_3deg_600s
32,40,58.0,8,0.0,0.0,1280,1.1534760416666667,0,0.9676263493131694,0.8541666666666666,0.6769684999956506,0.3819444444444444,1200.0,134,0.9449962461118229,1.980485221512576,-4.36446872665254,coarse_3deg_600s
32,39,60.0,16,0.0,0.0,1248,1.1390825,0,0.949516777095839,0.8472222222222222,0.6308714244932071,0.3402777777777778,3000.0,92,0.9241400200057217,1.8077623668761416,-4.36446872665254,coarse_3deg_600s
42,30,52.0,41,0.0,0.0,1260,1.17099375,0,0.9727728513497763,0.8472222222222222,0.759135091376548,0.4444444444444444,1800.0,4,0.9127154951216809,2.321161751707999,-4.36446872665254,coarse_3deg_600s
30,41,55.0,29,0.0,0.0,1230,1.1597052083333335,0,0.9707525540944254,0.8402777777777778,0.7061728938096847,0.3611111111111111,1800.0,57,0.9425653863600331,2.167142433793567,-4.36446872665254,coarse_3deg_600s
32,37,52.0,31,0.0,0.0,1184,1.1571704166666665,0,0.9659577001188617,0.8333333333333334,0.7197637182522882,0.3680555555555556,1200.0,20,0.9355758220824639,2.1828705574212837,-4.36446872665254,coarse_3deg_600s
34,36,52.0,0,0.0,0.0,1224,1.170181875,0,0.967198592363174,0.8333333333333334,0.7378535861670259,0.4305555555555556,600.0,63,0.9459079647636464,2.2567609179379327,-4.36446872665254,coarse_3deg_600s
41,30,52.0,1,0.0,0.0,1230,1.1682989583333334,0,0.9796271170685833,0.8333333333333334,0.7468577626042543,0.4166666666666667,1200.0,47,0.9212258301486728,2.268496449571071,-4.36446872665254,coarse_3deg_600s
30,42,52.0,7,0.0,0.0,1260,1.169040625,0,0.9709734423479967,0.8333333333333334,0.7695941447882243,0.4444444444444444,1200.0,117,0.9582982169692852,2.323663073576733,-4.36446872665254,coarse_3deg_600s
30,42,55.0,15,0.0,0.0,1260,1.1633114583333335,0,0.9677766551946841,0.8333333333333334,0.7388165900147888,0.3680555555555556,1200.0,105,0.9280832894552229,2.2197481317795305,-4.36446872665254,coarse_3deg_600s
41,30,55.0,40,0.0,0.0,1230,1.1565802083333334,0,0.962800790424442,0.8263888888888888,0.6879908733464563,0.3541666666666667,1800.0,45,0.8871604328726119,2.164720218721359,-4.36446872665254,coarse_3deg_600s
32,39,58.0,16,0.0,0.0,1248,1.1459835416666666,0,0.9594733397099786,0.8263888888888888,0.6552910854818884,0.3541666666666667,3000.0,45,0.9227180908504742,1.9304328751546374,-4.36446872665254,coarse_3deg_600s
30,42,52.0,0,0.0,0.0,1260,1.1673479166666667,0,0.9814422234663152,0.8263888888888888,0.7632005929395089,0.4583333333333333,1200.0,43,0.921985418207623,2.321994927367431,-4.36446872665254,coarse_3deg_600s
