latitude_deg,longitude_deg,single_time_availability,single_double_availability,double_time_availability,double_double_availability
6.0,89.0,1.0,1.0,1.0,1.0
6.0,90.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,91.0,1.0,0.9986091794158554,1.0,0.9972183588317107
6.0,92.0,1.0,0.9986091794158554,1.0,0.9958275382475661
6.0,93.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,94.0,1.0,0.9972183588317107,1.0,0.9986091794158554
6.0,95.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,96.0,1.0,1.0,1.0,1.0
6.0,97.0,1.0,0.9986091794158554,1.0,1.0
6.0,98.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,99.0,1.0,0.9958275382475661,1.0,0.9958275382475661
6.0,100.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,101.0,1.0,0.9986091794158554,1.0,1.0
6.0,102.0,1.0,1.0,1.0,1.0
6.0,103.0,1.0,1.0,1.0,1.0
6.0,104.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,105.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,106.0,1.0,0.9958275382475661,1.0,0.9972183588317107
6.0,107.0,1.0,0.9986091794158554,1.0,1.0
6.0,108.0,1.0,1.0,1.0,1.0
6.0,109.0,1.0,0.9986091794158554,1.0,1.0
6.0,110.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,111.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,112.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,113.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,114.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,115.0,1.0,1.0,1.0,1.0
6.0,116.0,1.0,0.9986091794158554,1.0,1.0
6.0,117.0,1.0,0.9972183588317107,1.0,0.9972183588317107
6.0,118.0,1.0,0.9944367176634215,1.0,0.9958275382475661
6.0,119.0,1.0,0.9958275382475661,1.0,0.9972183588317107
6.0,120.0,1.0,0.9958275382475661,1.0,0.9986091794158554
6.0,121.0,1.0,1.0,1.0,0.9986091794158554
6.0,122.0,1.0,1.0,1.0,1.0
6.0,123.0,1.0,1.0,1.0,1.0
6.0,124.0,1.0,0.9986091794158554,1.0,1.0
6.0,125.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,126.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,127.0,1.0,1.0,1.0,1.0
6.0,128.0,1.0,0.9986091794158554,1.0,1.0
6.0,129.0,1.0,1.0,1.0,0.9972183588317107
6.0,130.0,1.0,0.9986091794158554,1.0,0.9958275382475661
6.0,131.0,1.0,0.9972183588317107,1.0,0.9958275382475661
6.0,132.0,1.0,0.9958275382475661,1.0,0.9958275382475661
6.0,133.0,1.0,0.9986091794158554,1.0,0.9986091794158554
6.0,134.0,1.0,1.0,1.0,1.0
6.0,135.0,1.0,0.9986091794158554,1.0,1.0
7.0,73.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,74.0,1.0,0.9972183588317107,1.0,0.9930458970792768
7.0,75.0,1.0,0.9958275382475661,1.0,0.9930458970792768
7.0,76.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,77.0,1.0,0.9986091794158554,1.0,0.9986091794158554
7.0,78.0,1.0,1.0,1.0,1.0
7.0,79.0,1.0,0.9972183588317107,1.0,0.9986091794158554
7.0,80.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,81.0,1.0,0.9986091794158554,1.0,0.9972183588317107
7.0,82.0,1.0,0.9958275382475661,1.0,0.9972183588317107
7.0,83.0,1.0,0.9972183588317107,1.0,0.9944367176634215
7.0,84.0,1.0,0.9944367176634215,1.0,0.9958275382475661
7.0,85.0,1.0,0.9944367176634215,1.0,0.9958275382475661
7.0,86.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,87.0,1.0,0.9972183588317107,1.0,0.9972183588317107
7.0,88.0,1.0,1.0,1.0,1.0
7.0,89.0,1.0,0.9986091794158554,1.0,0.9986091794158554
7.0,90.0,1.0,0.9972183588317107,1.0,0.9944367176634215
7.0,91.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,92.0,1.0,0.9972183588317107,1.0,0.9944367176634215
7.0,93.0,1.0,0.9958275382475661,1.0,0.9944367176634215
7.0,94.0,1.0,0.9930458970792768,1.0,0.9958275382475661
7.0,95.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,96.0,1.0,0.9986091794158554,1.0,0.9986091794158554
7.0,97.0,1.0,1.0,1.0,1.0
7.0,98.0,1.0,0.9972183588317107,1.0,0.9986091794158554
7.0,99.0,1.0,0.9944367176634215,1.0,0.9958275382475661
7.0,100.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,101.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,102.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,103.0,1.0,0.9944367176634215,1.0,0.9972183588317107
7.0,104.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,105.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,106.0,1.0,0.9972183588317107,1.0,0.9972183588317107
7.0,107.0,1.0,1.0,1.0,1.0
7.0,108.0,1.0,0.9986091794158554,1.0,0.9986091794158554
7.0,109.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,110.0,1.0,0.9930458970792768,1.0,0.9958275382475661
7.0,111.0,1.0,0.9944367176634215,1.0,0.9958275382475661
7.0,112.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,113.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,114.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,115.0,1.0,0.9986091794158554,1.0,0.9986091794158554
7.0,116.0,1.0,1.0,1.0,1.0
7.0,117.0,1.0,0.9972183588317107,1.0,0.9986091794158554
7.0,118.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,119.0,1.0,0.9944367176634215,1.0,0.9972183588317107
7.0,120.0,1.0,0.9944367176634215,1.0,0.9958275382475661
7.0,121.0,1.0,0.9958275382475661,1.0,0.9944367176634215
7.0,122.0,1.0,0.9986091794158554,1.0,0.9986091794158554
7.0,123.0,1.0,1.0,1.0,0.9972183588317107
7.0,124.0,1.0,0.9972183588317107,1.0,0.9958275382475661
7.0,125.0,1.0,0.9972183588317107,1.0,0.9972183588317107
7.0,126.0,1.0,0.9986091794158554,1.0,1.0
7.0,127.0,1.0,1.0,1.0,0.9986091794158554
7.0,128.0,1.0,0.9958275382475661,1.0,0.9958275382475661
7.0,129.0,1.0,0.9958275382475661,1.0,0.9944367176634215
7.0,130.0,1.0,0.9972183588317107,1.0,0.9930458970792768
7.0,131.0,1.0,0.9972183588317107,1.0,0.9944367176634215
7.0,132.0,1.0,0.9972183588317107,1.0,0.9972183588317107
7.0,133.0,1.0,1.0,1.0,0.9986091794158554
7.0,134.0,1.0,0.9972183588317107,1.0,0.9986091794158554
7.0,135.0,1.0,0.9986091794158554,1.0,1.0
8.0,73.0,1.0,1.0,1.0,1.0
8.0,74.0,1.0,1.0,1.0,0.9986091794158554
8.0,75.0,1.0,0.9972183588317107,1.0,0.9986091794158554
8.0,76.0,1.0,0.9986091794158554,1.0,1.0
8.0,77.0,1.0,1.0,1.0,1.0
8.0,78.0,1.0,1.0,1.0,1.0
8.0,79.0,1.0,1.0,1.0,1.0
8.0,80.0,1.0,1.0,1.0,1.0
8.0,81.0,1.0,0.9986091794158554,1.0,0.9972183588317107
8.0,82.0,1.0,0.9958275382475661,1.0,0.9944367176634215
8.0,83.0,1.0,0.9972183588317107,1.0,0.9958275382475661
8.0,84.0,1.0,0.9972183588317107,1.0,0.9958275382475661
8.0,85.0,1.0,0.9972183588317107,1.0,0.9972183588317107
8.0,86.0,1.0,1.0,1.0,1.0
8.0,87.0,1.0,1.0,1.0,1.0
8.0,88.0,1.0,1.0,1.0,1.0
8.0,89.0,1.0,1.0,1.0,1.0
8.0,90.0,1.0,1.0,1.0,1.0
8.0,91.0,1.0,0.9986091794158554,1.0,1.0
8.0,92.0,1.0,1.0,1.0,1.0
8.0,93.0,1.0,1.0,1.0,1.0
8.0,94.0,1.0,0.9986091794158554,1.0,1.0
8.0,95.0,1.0,1.0,1.0,1.0
8.0,96.0,1.0,1.0,1.0,1.0
8.0,97.0,1.0,1.0,1.0,1.0
8.0,98.0,1.0,1.0,1.0,1.0
8.0,99.0,1.0,1.0,1.0,1.0
8.0,100.0,1.0,0.9986091794158554,1.0,0.9972183588317107
8.0,101.0,1.0,0.9958275382475661,1.0,0.9972183588317107
8.0,102.0,1.0,0.9958275382475661,1.0,0.9958275382475661
8.0,103.0,1.0,0.9958275382475661,1.0,0.9958275382475661
8.0,104.0,1.0,0.9972183588317107,1.0,0.9972183588317107
8.0,105.0,1.0,1.0,1.0,1.0
8.0,106.0,1.0,1.0,1.0,1.0
8.0,107.0,1.0,1.0,1.0,1.0
8.0,108.0,1.0,1.0,1.0,1.0
8.0,109.0,1.0,1.0,1.0,1.0
8.0,110.0,1.0,0.9986091794158554,1.0,0.9986091794158554
8.0,111.0,1.0,0.9986091794158554,1.0,1.0
8.0,112.0,1.0,1.0,1.0,1.0
8.0,113.0,1.0,1.0,1.0,1.0
8.0,114.0,1.0,1.0,1.0,1.0
8.0,115.0,1.0,1.0,1.0,1.0
8.0,116.0,1.0,1.0,1.0,1.0
8.0,117.0,1.0,1.0,1.0,1.0
8.0,118.0,1.0,1.0,1.0,1.0
8.0,119.0,1.0,0.9986091794158554,1.0,0.9986091794158554
8.0,120.0,1.0,0.9972183588317107,1.0,0.9972183588317107
8.0,121.0,1.0,0.9986091794158554,1.0,0.9972183588317107
8.0,122.0,1.0,0.9972183588317107,1.0,0.9972183588317107
8.0,123.0,1.0,0.9958275382475661,1.0,0.9972183588317107
8.0,124.0,1.0,1.0,1.0,1.0
8.0,125.0,1.0,1.0,1.0,1.0
8.0,126.0,1.0,0.9986091794158554,1.0,0.9986091794158554
8.0,127.0,1.0,1.0,1.0,1.0
8.0,128.0,1.0,0.9986091794158554,1.0,1.0
8.0,129.0,1.0,0.9972183588317107,1.0,0.9986091794158554
8.0,130.0,1.0,0.9972183588317107,1.0,0.9986091794158554
8.0,131.0,1.0,1.0,1.0,1.0
8.0,132.0,1.0,1.0,1.0,1.0
8.0,133.0,1.0,1.0,1.0,1.0
8.0,134.0,1.0,1.0,1.0,1.0
8.0,135.0,1.0,1.0,1.0,1.0
9.0,73.0,1.0,0.9930458970792768,1.0,0.9958275382475661
9.0,74.0,1.0,0.9986091794158554,1.0,0.9972183588317107
9.0,75.0,1.0,1.0,1.0,1.0
9.0,76.0,1.0,0.9986091794158554,1.0,1.0
9.0,77.0,1.0,0.9986091794158554,1.0,0.9986091794158554
9.0,78.0,1.0,1.0,1.0,0.9986091794158554
9.0,79.0,1.0,1.0,1.0,1.0
9.0,80.0,1.0,1.0,1.0,1.0
9.0,81.0,1.0,1.0,1.0,1.0
9.0,82.0,1.0,1.0,1.0,1.0
9.0,83.0,1.0,1.0,1.0,1.0
9.0,84.0,1.0,1.0,1.0,1.0
9.0,85.0,1.0,1.0,1.0,1.0
9.0,86.0,1.0,1.0,1.0,1.0
9.0,87.0,1.0,0.9986091794158554,1.0,0.9972183588317107
9.0,88.0,1.0,0.9958275382475661,1.0,0.9944367176634215
9.0,89.0,1.0,0.9972183588317107,1.0,0.9958275382475661
9.0,90.0,1.0,0.9972183588317107,1.0,0.9986091794158554
9.0,91.0,1.0,0.9958275382475661,1.0,0.9986091794158554
9.0,92.0,1.0,0.9958275382475661,1.0,0.9944367176634215
9.0,93.0,1.0,0.9944367176634215,1.0,0.9944367176634215
9.0,94.0,1.0,0.9972183588317107,1.0,1.0
9.0,95.0,1.0,0.9986091794158554,1.0,0.9986091794158554
9.0,96.0,1.0,0.9986091794158554,1.0,0.9958275382475661
9.0,97.0,1.0,0.9972183588317107,1.0,0.9958275382475661
9.0,98.0,1.0,0.9986091794158554,1.0,0.9986091794158554
9.0,99.0,1.0,1.0,1.0,1.0
9.0,100.0,1.0,1.0,1.0,1.0
9.0,101.0,1.0,1.0,1.0,1.0
9.0,102.0,1.0,1.0,1.0,1.0
9.0,103.0,1.0,1.0,1.0,1.0
9.0,104.0,1.0,1.0,1.0,1.0
9.0,105.0,1.0,1.0,1.0,1.0
9.0,106.0,1.0,1.0,1.0,1.0
9.0,107.0,1.0,0.9986091794158554,1.0,0.9972183588317107
9.0,108.0,1.0,0.9986091794158554,1.0,0.9958275382475661
9.0,109.0,1.0,0.9986091794158554,1.0,0.9986091794158554
9.0,110.0,1.0,0.9986091794158554,1.0,1.0
9.0,111.0,1.0,0.9958275382475661,1.0,0.9972183588317107
9.0,112.0,1.0,0.9944367176634215,1.0,0.9944367176634215
9.0,113.0,1.0,0.9958275382475661,1.0,0.9972183588317107
9.0,114.0,1.0,0.9972183588317107,1.0,0.9986091794158554
9.0,115.0,1.0,0.9972183588317107,1.0,0.9958275382475661
9.0,116.0,1.0,0.9944367176634215,1.0,0.9972183588317107
9.0,117.0,1.0,0.9972183588317107,1.0,0.9958275382475661
9.0,118.0,1.0,1.0,1.0,0.9972183588317107
9.0,119.0,1.0,1.0,1.0,1.0
9.0,120.0,1.0,1.0,1.0,1.0
9.0,121.0,1.0,1.0,1.0,1.0
9.0,122.0,1.0,1.0,1.0,1.0
9.0,123.0,1.0,1.0,1.0,1.0
9.0,124.0,1.0,1.0,1.0,1.0
9.0,125.0,1.0,1.0,1.0,1.0
9.0,126.0,1.0,1.0,1.0,1.0
9.0,127.0,1.0,1.0,1.0,0.9986091794158554
9.0,128.0,1.0,0.9986091794158554,1.0,1.0
9.0,129.0,1.0,1.0,1.0,1.0
9.0,130.0,1.0,1.0,1.0,0.9986091794158554
9.0,131.0,1.0,0.9944367176634215,1.0,0.9972183588317107
9.0,132.0,1.0,0.9944367176634215,1.0,0.9986091794158554
9.0,133.0,1.0,0.9958275382475661,1.0,0.9972183588317107
9.0,134.0,1.0,0.9972183588317107,1.0,0.9944367176634215
9.0,135.0,1.0,0.9958275382475661,1.0,0.9972183588317107
10.0,73.0,1.0,1.0,1.0,1.0
10.0,74.0,1.0,1.0,1.0,1.0
10.0,75.0,1.0,1.0,1.0,1.0
10.0,76.0,1.0,1.0,1.0,1.0
10.0,77.0,1.0,1.0,1.0,1.0
10.0,78.0,1.0,0.9986091794158554,1.0,1.0
10.0,79.0,1.0,0.9958275382475661,1.0,0.9972183588317107
10.0,80.0,1.0,0.9958275382475661,1.0,0.9958275382475661
10.0,81.0,1.0,0.9972183588317107,1.0,0.9972183588317107
10.0,82.0,1.0,1.0,1.0,1.0
10.0,83.0,1.0,1.0,1.0,1.0
10.0,84.0,1.0,1.0,1.0,1.0
10.0,85.0,1.0,0.9986091794158554,1.0,1.0
10.0,86.0,1.0,0.9986091794158554,1.0,1.0
10.0,87.0,1.0,0.9986091794158554,1.0,1.0
10.0,88.0,1.0,1.0,1.0,1.0
10.0,89.0,1.0,1.0,1.0,1.0
10.0,90.0,1.0,1.0,1.0,1.0
10.0,91.0,1.0,1.0,1.0,1.0
10.0,92.0,1.0,1.0,1.0,1.0
10.0,93.0,1.0,1.0,1.0,1.0
10.0,94.0,1.0,1.0,1.0,1.0
10.0,95.0,1.0,1.0,1.0,1.0
10.0,96.0,1.0,1.0,1.0,1.0
10.0,97.0,1.0,1.0,1.0,1.0
10.0,98.0,1.0,1.0,1.0,0.9972183588317107
10.0,99.0,1.0,0.9986091794158554,1.0,0.9972183588317107
10.0,100.0,1.0,0.9986091794158554,1.0,0.9986091794158554
10.0,101.0,1.0,1.0,1.0,1.0
10.0,102.0,1.0,1.0,1.0,1.0
10.0,103.0,1.0,1.0,1.0,1.0
10.0,104.0,1.0,0.9972183588317107,1.0,1.0
10.0,105.0,1.0,0.9958275382475661,1.0,0.9958275382475661
10.0,106.0,1.0,0.9972183588317107,1.0,0.9972183588317107
10.0,107.0,1.0,1.0,1.0,0.9986091794158554
10.0,108.0,1.0,1.0,1.0,1.0
10.0,109.0,1.0,1.0,1.0,1.0
10.0,110.0,1.0,1.0,1.0,1.0
10.0,111.0,1.0,1.0,1.0,1.0
10.0,112.0,1.0,1.0,1.0,1.0
10.0,113.0,1.0,1.0,1.0,1.0
10.0,114.0,1.0,1.0,1.0,1.0
10.0,115.0,1.0,1.0,1.0,1.0
10.0,116.0,1.0,1.0,1.0,1.0
10.0,117.0,1.0,1.0,1.0,1.0
10.0,118.0,1.0,1.0,1.0,1.0
10.0,119.0,1.0,0.9986091794158554,1.0,1.0
10.0,120.0,1.0,1.0,1.0,1.0
10.0,121.0,1.0,1.0,1.0,1.0
10.0,122.0,1.0,1.0,1.0,1.0
10.0,123.0,1.0,0.9972183588317107,1.0,0.9986091794158554
10.0,124.0,1.0,0.9958275382475661,1.0,0.9944367176634215
10.0,125.0,1.0,0.9944367176634215,1.0,0.9958275382475661
10.0,126.0,1.0,0.9972183588317107,1.0,0.9972183588317107
10.0,127.0,1.0,1.0,1.0,1.0
10.0,128.0,1.0,1.0,1.0,1.0
10.0,129.0,1.0,1.0,1.0,1.0
10.0,130.0,1.0,1.0,1.0,1.0
10.0,131.0,1.0,1.0,1.0,1.0
10.0,132.0,1.0,1.0,1.0,1.0
10.0,133.0,1.0,1.0,1.0,1.0
10.0,134.0,1.0,1.0,1.0,1.0
10.0,135.0,1.0,1.0,1.0,1.0
11.0,73.0,1.0,1.0,1.0,1.0
11.0,74.0,1.0,1.0,1.0,1.0
11.0,75.0,1.0,1.0,1.0,1.0
11.0,76.0,1.0,0.9986091794158554,1.0,1.0
11.0,77.0,1.0,1.0,1.0,1.0
11.0,78.0,1.0,1.0,1.0,1.0
11.0,79.0,1.0,1.0,1.0,1.0
11.0,80.0,1.0,1.0,1.0,1.0
11.0,81.0,1.0,1.0,1.0,1.0
11.0,82.0,1.0,1.0,1.0,1.0
11.0,83.0,1.0,1.0,1.0,1.0
11.0,84.0,1.0,0.9986091794158554,1.0,0.9986091794158554
11.0,85.0,1.0,1.0,1.0,1.0
11.0,86.0,1.0,1.0,1.0,1.0
11.0,87.0,1.0,1.0,1.0,0.9986091794158554
11.0,88.0,1.0,0.9986091794158554,1.0,0.9986091794158554
11.0,89.0,1.0,0.9986091794158554,1.0,0.9986091794158554
11.0,90.0,1.0,1.0,1.0,1.0
11.0,91.0,1.0,0.9986091794158554,1.0,0.9986091794158554
