site_a,site_b,delay_ms,source_sat,target_sat,isl_hops,time_s
5,31,41.30626235743493,821,913,,43200.0
5,32,40.12711771108207,821,965,,43200.0
5,33,44.66936985260687,821,1118,,43200.0
5,34,42.64829371819871,821,1119,,43200.0
5,35,42.4568440178378,821,1171,,43200.0
6,7,8.668894874990496,1365,1416,,43200.0
6,8,15.02172961997077,1365,1468,,43200.0
6,9,21.659178119967624,1365,1520,,43200.0
6,10,28.644422380690827,1365,1622,,43200.0
6,11,34.35368824353813,1365,1674,,43200.0
6,12,8.279489027632017,1314,1315,,43200.0
6,13,11.462390337012511,510,612,,43200.0
6,14,15.24878883285689,1365,1418,,43200.0
6,15,21.378514519038454,1365,1470,,43200.0
6,16,30.230135321795945,1365,1573,,43200.0
6,17,33.78532113461067,1365,1624,,43200.0
6,18,17.433861736124673,510,610,,43200.0
6,19,14.759279331574643,1314,1317,,43200.0
6,20,17.97314840395309,1365,1369,,43200.0
6,21,24.02820107535811,1365,1421,,43200.0
6,22,26.978479338199953,510,867,,43200.0
6,23,32.680065642541216,1365,1524,,43200.0
6,24,25.563971827446114,1314,1165,,43200.0
6,25,25.910858523656128,1314,1217,,43200.0
6,26,21.654310276210506,1314,1319,,43200.0
6,27,24.496012646001585,1314,1320,,43200.0
6,28,27.905410309168335,1365,1372,,43200.0
6,29,32.60545387806711,1365,1474,,43200.0
6,30,37.60467475151464,1314,963,,43200.0
6,31,34.587587573458975,1314,1065,,43200.0
6,32,35.143658695672855,1314,1117,,43200.0
6,33,36.306885462484225,1314,1169,,43200.0
6,34,33.22034955122207,1314,1271,,43200.0
6,35,34.63914418746879,1314,1323,,43200.0
7,8,8.338937863725745,1417,1468,,43200.0
7,9,15.120652821209644,1417,1520,,43200.0
7,10,22.105897081932845,1417,1622,,43200.0
7,11,27.99189381308048,1417,1674,,43200.0
7,12,10.973935199210265,562,560,,43200.0
7,13,11.332868507459835,562,612,,43200.0
7,14,8.710263534098907,1417,1418,,43200.0
7,15,15.016720088580811,1417,1470,,43200.0
7,16,24.07325437435599,1417,1573,,43200.0
7,17,27.628440187170717,1417,1624,,43200.0
7,18,17.621051979561834,562,610,,43200.0
7,19,17.70790338542881,1417,1317,,43200.0
7,20,17.554498670855086,1417,1369,,43200.0
7,21,18.098755283180928,1417,1421,,43200.0
7,22,21.289615447077175,1417,1472,,43200.0
7,23,26.99295471193769,1417,1524,,43200.0
7,24,28.09069672914153,1417,1165,,43200.0
7,25,27.974153021415212,1417,1217,,43200.0
7,26,23.71760477396959,1417,1319,,43200.0
7,27,23.93771932977281,1417,1371,,43200.0
7,28,24.801772265787555,1417,1423,,43200.0
7,29,27.164883737736027,1417,1474,,43200.0
7,30,39.179600238667426,1417,963,,43200.0
7,31,36.162513060611765,1417,1065,,43200.0
7,32,36.22890641989545,1417,1117,,43200.0
7,33,36.93656408972389,1417,1169,,43200.0
7,34,33.850028178461734,1417,1271,,43200.0
7,35,34.900872766742154,1417,1323,,43200.0
8,9,8.408385964376583,665,716,,43200.0
8,10,15.056514602730589,665,768,,43200.0
8,11,22.13372380423968,665,820,,43200.0
8,12,14.835161723271295,1468,1315,,43200.0
8,13,14.244841339874437,1468,1367,,43200.0
8,14,11.517144497813952,1468,1418,,43200.0
8,15,11.33021436349796,1468,1470,,43200.0
8,16,15.307474844207782,665,818,,43200.0
8,17,21.681602678907396,665,920,,43200.0
8,18,21.194053802625945,665,610,,43200.0
8,19,18.504989874150596,665,661,,43200.0
8,20,20.008984256177296,1468,1369,,43200.0
8,21,20.33625556667757,1468,1421,,43200.0
8,22,18.011528994351696,1468,1472,,43200.0
8,23,23.95086448539415,1468,1524,,43200.0
8,24,26.828483778416544,665,710,,43200.0
8,25,26.38759157225167,665,762,,43200.0
8,26,25.955105057466234,1468,1319,,43200.0
8,27,25.939223387087512,1468,1371,,43200.0
8,28,26.557242747151072,1468,1423,,43200.0
8,29,24.36882708714367,1468,1474,,43200.0
8,30,39.84276603806739,665,912,,43200.0
8,31,37.611315948571786,665,913,,43200.0
8,32,37.135250274544205,665,965,,43200.0
8,33,38.44889715191743,1468,1169,,43200.0
8,34,35.362361240655275,1468,1271,,43200.0
8,35,36.192537058155416,1468,1323,,43200.0
9,10,11.151610100102367,716,768,,43200.0
9,11,17.992506590484144,1520,1674,,43200.0
9,12,21.31164816468585,1520,1315,,43200.0
9,13,14.577746072046184,1520,1367,,43200.0
9,14,11.112175538765186,716,714,,43200.0
9,15,8.27040471564116,1520,1521,,43200.0
9,16,11.40257034157956,716,818,,43200.0
9,17,17.776698176279176,716,920,,43200.0
9,18,23.52295484851264,716,610,,43200.0
9,19,17.6316820829963,716,712,,43200.0
9,20,17.196931510942175,716,764,,43200.0
9,21,17.41964239960269,716,816,,43200.0
9,22,14.69237387389503,1520,1523,,43200.0
9,23,18.247061630430263,1520,1524,,43200.0
9,24,24.09254735693382,716,710,,43200.0
9,25,23.405939440838807,716,762,,43200.0
9,26,23.329910542700485,716,814,,43200.0
9,27,25.518782851752434,1520,1371,,43200.0
9,28,25.894466213449366,1520,1423,,43200.0
9,29,23.706050553441962,1520,1474,,43200.0
9,30,37.57360657848568,716,912,,43200.0
9,31,35.119219296130055,716,913,,43200.0
9,32,34.39931385306148,716,965,,43200.0
9,33,37.53958121127935,1520,1169,,43200.0
9,34,34.453045300017195,1520,1271,,43200.0
9,35,35.0483199217692,1520,1323,,43200.0
10,11,11.297972702321418,1622,1674,,43200.0
10,12,28.296892425409055,1622,1315,,43200.0
10,13,21.562990332769388,1622,1367,,43200.0
10,14,17.443592887835827,768,714,,43200.0
10,15,10.902285460833522,768,766,,43200.0
10,16,11.244066799171067,768,818,,43200.0
10,17,11.607912185211184,1622,1624,,43200.0
10,18,29.425001999090554,768,610,,43200.0
10,19,23.533729233574213,768,712,,43200.0
10,20,17.55835082874361,768,764,,43200.0
10,21,17.577850146477566,768,816,,43200.0
10,22,20.46540917573834,768,867,,43200.0
10,23,20.62576358705269,1622,1575,,43200.0
10,24,27.720003482222822,768,761,,43200.0
10,25,24.23515779458659,768,762,,43200.0
10,26,23.91748848806808,768,814,,43200.0
10,27,27.992777069869426,768,916,,43200.0
10,28,28.059327710003103,768,968,,43200.0
10,29,28.89719560985818,1622,1474,,43200.0
10,30,39.08821747814088,768,912,,43200.0
10,31,36.43142039150911,768,913,,43200.0
10,32,35.47521169338945,768,965,,43200.0
10,33,40.017463834914246,768,1118,,43200.0
10,34,38.24022803174566,768,1119,,43200.0
10,35,38.29449351633959,768,1171,,43200.0
11,12,33.81472473822448,1674,1315,,43200.0
11,13,27.27225619561668,1674,1367,,43200.0
11,14,21.08797581490276,1674,1419,,43200.0
11,15,14.871288771349587,1674,1521,,43200.0
11,16,11.648030732634453,820,818,,43200.0
11,17,11.332154323430604,1674,1624,,43200.0
11,18,32.60084809086945,1674,1215,,43200.0
11,19,27.14334510420578,1674,1317,,43200.0
11,20,23.52003227611064,870,764,,43200.0
11,21,18.004670735039404,870,816,,43200.0
11,22,15.125443695545552,870,867,,43200.0
11,23,17.46550098085739,870,970,,43200.0
11,24,32.23252161141603,870,761,,43200.0
11,25,27.343709801516844,870,813,,43200.0
11,26,24.32697740419441,870,814,,43200.0
11,27,23.57107750239701,870,916,,43200.0
11,28,23.161002933125207,870,968,,43200.0
11,29,27.4428086928324,870,1070,,43200.0
11,30,36.37269441138391,870,912,,43200.0
11,31,33.40760556400671,870,913,,43200.0
11,32,32.026050234685364,870,965,,43200.0
11,33,36.56830237621016,870,1118,,43200.0
11,34,34.310923559472634,870,1119,,43200.0
11,35,33.87279394886717,870,1171,,43200.0
12,13,10.961325453589309,560,612,,43200.0
12,14,14.901258877575113,1315,1418,,43200.0
12,15,20.839551013724808,1315,1470,,43200.0
12,16,29.275906359519453,560,818,,43200.0
12,17,33.02937196015596,1315,1624,,43200.0
12,18,10.8327338028597,560,610,,43200.0
12,19,11.433118866415358,1315,1317,,43200.0
12,20,16.427289266293002,560,764,,43200.0
12,21,19.61731499947745,560,815,,43200.0
12,22,25.468291878953504,560,867,,43200.0
12,23,31.442087070380314,1315,1524,,43200.0
12,24,19.850167207904647,1264,1165,,43200.0
12,25,20.43938905441842,1264,1217,,43200.0
12,26,18.32814981105122,1315,1319,,43200.0
12,27,21.1698521808423,1315,1320,,43200.0
12,28,26.424294764349685,1315,1372,,43200.0
12,29,31.124338333248456,1315,1474,,43200.0
12,30,32.37974498656655,1264,963,,43200.0
12,31,29.362657808510882,1264,1065,,43200.0
12,32,30.15362976269793,1264,1117,,43200.0
12,33,31.515952053592603,1264,1169,,43200.0
12,34,28.42941614233045,1264,1271,,43200.0
12,35,31.312983722309507,1315,1323,,43200.0
13,14,8.167356784935446,1367,1418,,43200.0
13,15,14.29708247111701,1367,1470,,43200.0
13,16,23.148703273874496,1367,1573,,43200.0
13,17,26.703889086689223,1367,1624,,43200.0
13,18,11.44237950465676,612,610,,43200.0
13,19,10.84020758758768,1367,1317,,43200.0
13,20,10.891716356031647,1367,1369,,43200.0
13,21,16.94676902743666,1367,1421,,43200.0
13,22,20.137629191332906,1367,1472,,43200.0
13,23,25.598633594619763,1367,1524,,43200.0
13,24,21.427914414318092,1367,1165,,43200.0
13,25,21.538805861854552,1367,1217,,43200.0
13,26,17.282257614408927,1367,1319,,43200.0
13,27,17.7447070317858,1367,1371,,43200.0
13,28,20.823978261246893,1367,1372,,43200.0
13,29,25.524021830145667,1367,1474,,43200.0
13,30,32.98658794068042,1367,963,,43200.0
13,31,29.969500762624758,1367,1065,,43200.0
13,32,30.282434912180886,1367,1117,,43200.0
13,33,31.22499267039852,1367,1169,,43200.0
13,34,28.138456759136368,1367,1271,,43200.0
13,35,29.38839654398562,1367,1323,,43200.0
14,15,8.11280209040309,1419,1470,,43200.0
14,16,17.16933637617827,1419,1573,,43200.0
14,17,20.724522188992996,1419,1624,,43200.0
14,18,16.261488373914762,1419,1215,,43200.0
14,19,10.80398538725109,1419,1317,,43200.0
14,20,10.650580672677364,1419,1369,,43200.0
14,21,10.877166538658187,714,816,,43200.0
14,22,13.764725567918967,714,867,,43200.0
14,23,20.089036713759967,1419,1524,,43200.0
14,24,17.55007149598931,714,710,,43200.0
14,25,16.8634635798943,714,762,,43200.0
14,26,16.787434681755975,714,814,,43200.0
14,27,17.033801331595086,1419,1371,,43200.0
14,28,17.897854267609834,1419,1423,,43200.0
14,29,20.260965739558305,1419,1474,,43200.0
14,30,31.03113071754117,714,912,,43200.0
14,31,28.57674343518555,714,913,,43200.0
14,32,27.85683799211697,714,965,,43200.0
14,33,30.032646091546166,1419,1169,,43200.0
14,34,26.946110180284013,1419,1271,,43200.0
14,35,27.996954768564432,1419,1323,,43200.0
15,16,10.994434632036974,766,818,,43200.0
15,17,14.876000227026992,1521,1624,,43200.0
15,18,19.625674366369775,1470,1215,,43200.0
15,19,14.168171379706104,1470,1317,,43200.0
15,20,10.891944762902593,766,764,,43200.0
15,21,10.911444080636548,766,816,,43200.0
15,22,11.57115605476047,1521,1523,,43200.0
15,23,15.125843811295706,1521,1524,,43200.0
15,24,21.053597416381805,766,761,,43200.0
15,25,17.568751728745575,766,762,,43200.0
15,26,17.251082422227068,766,814,,43200.0
15,27,19.753571825510793,1470,1371,,43200.0
15,28,20.371591185574353,1470,1423,,43200.0
15,29,18.183175525566952,1470,1474,,43200.0
15,30,32.42181141229986,766,912,,43200.0
15,31,29.76501432566809,766,913,,43200.0
15,32,28.808805627548427,766,965,,43200.0
15,33,32.263245590340716,1470,1169,,43200.0
15,34,29.17670967907856,1470,1271,,43200.0
15,35,30.006885496578704,1470,1323,,43200.0
16,17,8.139617564697183,1573,1624,,43200.0
16,18,27.796879455427366,1573,1215,,43200.0
16,19,22.405412474875128,1573,1267,,43200.0
16,20,16.495715981926892,1573,1369,,43200.0
16,21,11.503936972871863,818,816,,43200.0
16,22,10.975764106752873,1573,1523,,43200.0
16,23,11.037593805835577,1573,1575,,43200.0
16,24,26.682569234400365,818,761,,43200.0
16,25,21.557454742171803,818,813,,43200.0
16,26,18.29404243460481,818,814,,43200.0
16,27,21.58518709407003,1573,1371,,43200.0
16,28,21.724876309027447,1573,1423,,43200.0
16,29,19.536460649020043,1573,1474,,43200.0
16,30,34.350640873083776,818,912,,43200.0
16,31,31.52046580247345,818,913,,43200.0
16,32,30.341321156120586,818,965,,43200.0
16,33,33.123956552414334,1573,1169,,43200.0
16,34,30.03742064115218,1573,1271,,43200.0
16,35,30.389558062979788,1573,1323,,43200.0
17,18,31.352065268242093,1624,1215,,43200.0
17,19,25.960598287689855,1624,1267,,43200.0
17,20,20.05090179474162,1624,1369,,43200.0
17,21,16.37224742804044,1625,1421,,43200.0
17,22,10.921372395299313,1625,1523,,43200.0
17,23,10.778288108742741,1625,1575,,43200.0
17,24,30.375474983479833,920,761,,43200.0
17,25,25.709599142167985,920,813,,43200.0
17,26,21.327724007090914,920,915,,43200.0
17,27,17.596670404417893,920,916,,43200.0
17,28,16.940880057014056,920,968,,43200.0
17,29,19.049720131548234,1625,1474,,43200.0
17,30,31.125698370316567,920,912,,43200.0
17,31,28.073352400873816,920,913,,43200.0
17,32,26.518419364248764,920,965,,43200.0
17,33,31.060671505773563,920,1118,,43200.0
17,34,28.58035672044869,920,1119,,43200.0
17,35,27.898386850888055,920,1171,,43200.0
18,19,8.005486074102997,610,661,,43200.0
18,20,15.539892537584517,1215,1369,,43200.0
18,21,19.002074237313096,660,815,,43200.0
18,22,24.06144075452982,1215,1472,,43200.0
18,23,28.786733846215306,1215,1524,,43200.0
18,24,10.233548282639875,1215,1165,,43200.0
18,25,9.818385905927382,660,762,,43200.0
18,26,13.612530035794354,1215,1268,,43200.0
18,27,18.514498956677297,1215,1320,,43200.0
18,28,23.31337213461645,1215,1372,,43200.0
18,29,28.01341570351522,1215,1474,,43200.0
18,30,23.252297738959534,1215,963,,43200.0
18,31,20.23521056090387,1215,1065,,43200.0
18,32,20.566044608219915,660,965,,43200.0
18,33,22.778028279561358,1215,1169,,43200.0
18,34,22.977697694235598,1215,1271,,43200.0
18,35,26.070898685878092,1215,1272,,43200.0
19,20,10.148425557032276,1267,1369,,43200.0
19,21,13.327259141904163,712,815,,43200.0
19,22,18.91600799335622,1267,1472,,43200.0
19,23,23.88443854332083,1267,1524,,43200.0
19,24,9.88567693049108,1267,1165,,43200.0
19,25,10.231800186164087,712,762,,43200.0
19,26,8.467097274620755,1267,1268,,43200.0
19,27,13.612203653782815,1267,1320,,43200.0
19,28,18.63174540531703,1267,1372,,43200.0
19,29,23.331788974215808,1267,1474,,43200.0
19,30,22.415254709152975,1267,963,,43200.0
19,31,19.39816753109731,1267,1065,,43200.0
19,32,20.189139485284365,1267,1117,,43200.0
19,33,21.551461776179032,1267,1169,,43200.0
19,34,18.464925864916882,1267,1271,,43200.0
19,35,21.638501627615014,1267,1272,,43200.0
20,21,7.5868659260358005,764,815,,43200.0
20,22,13.437842805511856,764,867,,43200.0
20,23,18.94564630267216,1369,1524,,43200.0
20,24,14.558492846330566,764,761,,43200.0
20,25,11.073647158694335,764,762,,43200.0
20,26,10.629270322461323,1369,1319,,43200.0
20,27,11.091719739838195,1369,1371,,43200.0
20,28,14.17099096929929,1369,1372,,43200.0
20,29,18.87103453819806,1369,1474,,43200.0
20,30,25.926706842248617,764,912,,43200.0
20,31,23.269909755616847,764,913,,43200.0
20,32,22.313701057497187,764,965,,43200.0
20,33,24.572005378450918,1369,1169,,43200.0
20,34,21.485469467188764,1369,1271,,43200.0
20,35,22.735409252038018,1369,1323,,43200.0
21,22,7.6807486979932555,1421,1472,,43200.0
21,23,13.384087962853767,1421,1524,,43200.0
21,24,17.023977874358366,815,761,,43200.0
21,25,11.8988633821298,815,813,,43200.0
21,26,8.635451074562809,815,814,,43200.0
21,27,10.286470728297576,866,916,,43200.0
21,28,9.876396159025775,866,968,,43200.0
21,29,13.556016988652107,1421,1474,,43200.0
21,30,23.088087637284474,866,912,,43200.0
21,31,20.12299878990727,866,913,,43200.0
21,32,18.741443460585934,866,965,,43200.0
21,33,23.28369560211073,866,1118,,43200.0
21,34,20.24116142937782,1421,1271,,43200.0
21,35,20.58818717476774,866,1171,,43200.0
22,23,8.00010025030278,1473,1524,,43200.0
22,24,22.15033214081725,867,761,,43200.0
22,25,17.26152033091806,867,813,,43200.0
22,26,13.299598188781918,1472,1319,,43200.0
22,27,9.988459151996139,1473,1371,,43200.0
22,28,10.314297758000249,918,968,,43200.0
22,29,8.418062852052302,1473,1474,,43200.0
22,30,24.499116071302765,918,912,,43200.0
22,31,21.446770101860015,918,913,,43200.0
22,32,19.89183706523496,918,965,,43200.0
22,33,22.498132916826066,1473,1169,,43200.0
22,34,19.411597005563912,1473,1271,,43200.0
22,35,20.241772823064053,1473,1323,,43200.0
23,24,27.540328140243588,1524,1165,,43200.0
23,25,22.28143952791303,1524,1217,,43200.0
23,26,17.18054818114762,1524,1269,,43200.0
23,27,12.647467040464983,1524,1371,,43200.0
23,28,11.169433703484197,970,968,,43200.0
23,29,10.834734742154513,1524,1474,,43200.0
23,30,27.78838278637452,970,963,,43200.0
23,31,24.45638139517797,970,964,,43200.0
23,32,21.432366250179314,970,965,,43200.0
23,33,24.668265399991903,1524,1169,,43200.0
23,34,21.58172948872975,1524,1271,,43200.0
23,35,22.17700411048175,1524,1323,,43200.0
24,25,7.0147513499689005,761,812,,43200.0
24,26,11.932932783273136,761,864,,43200.0
24,27,16.978019782164868,761,916,,43200.0
24,28,20.667632015674645,761,1018,,43200.0
24,29,24.485208578690052,1064,1070,,43200.0
24,30,11.638192341617811,1064,963,,43200.0
24,31,8.621105163562145,1064,1065,,43200.0
24,32,11.826924544749781,1064,1066,,43200.0
24,33,16.49561391244996,1064,1118,,43200.0
24,34,19.99292429211739,1064,1119,,43200.0
24,35,24.471243835021735,1165,1272,,43200.0
25,26,7.044120973373943,813,864,,43200.0
25,27,12.009204638375019,1217,1320,,43200.0
25,28,16.37754493723171,813,1018,,43200.0
25,29,21.12527188250953,813,1070,,43200.0
25,30,13.254480263403897,863,912,,43200.0
25,31,10.289391416026694,863,913,,43200.0
25,32,8.907836086705355,863,965,,43200.0
25,33,13.45008822823015,863,1118,,43200.0
25,34,16.472403375933318,1217,1271,,43200.0
25,35,19.565604367575812,1217,1272,,43200.0
26,27,6.908313291609608,1269,1320,,43200.0
26,28,11.927855043143825,1269,1372,,43200.0
26,29,16.6278986120426,1269,1474,,43200.0
26,30,13.533174513973044,1218,963,,43200.0
26,31,10.516087335917378,1218,1065,,43200.0
26,32,10.276432796626152,915,965,,43200.0
26,33,13.058905054574863,1218,1169,,43200.0
26,34,11.761035502743674,1269,1271,,43200.0
26,35,14.93461126544181,1269,1272,,43200.0
27,28,7.0643578598950825,967,1018,,43200.0
27,29,12.014495637181584,967,1070,,43200.0
27,30,17.617113059821598,1320,963,,43200.0
27,31,13.636239699931972,1270,1015,,43200.0
27,32,10.334760810333258,1270,1117,,43200.0
27,33,11.69708310122793,1270,1169,,43200.0
27,34,8.610547189965775,1270,1271,,43200.0
27,35,11.78412295266391,1270,1272,,43200.0
28,29,7.107864033297406,1423,1474,,43200.0
28,30,19.618933377225744,1018,963,,43200.0
28,31,14.94185848415331,1018,1015,,43200.0
28,32,11.613670592184139,1018,1016,,43200.0
28,33,13.2704576137658,1069,1118,,43200.0
28,34,10.279440716418845,1069,1119,,43200.0
28,35,8.935821757532548,1069,1171,,43200.0
29,30,24.199186983993457,1070,963,,43200.0
29,31,19.52211209092102,1070,1015,,43200.0
29,32,16.226484188308795,1070,1016,,43200.0
29,33,13.567897991206095,1424,1169,,43200.0
29,34,10.481362079943942,1424,1271,,43200.0
29,35,10.346304354639493,1121,1171,,43200.0
30,31,8.235587857194655,963,964,,43200.0
30,32,11.540902950053185,963,1066,,43200.0
30,33,16.209592317753362,963,1118,,43200.0
30,34,19.706902697420794,963,1119,,43200.0
30,35,24.311483450566158,963,1272,,43200.0
31,32,6.863828056980749,1015,1066,,43200.0
31,33,11.532517424680925,1015,1118,,43200.0
31,34,15.02982780434836,1015,1119,,43200.0
31,35,19.63440855749372,1015,1272,,43200.0
32,33,8.2368895220687,1016,1118,,43200.0
32,34,11.734199901736135,1016,1119,,43200.0
32,35,16.338780654881496,1016,1272,,43200.0
33,34,8.290509533485807,1169,1170,,43200.0
33,35,11.523049578730566,1169,1272,,43200.0
34,35,8.162130096701208,1170,1272,,43200.0
0,1,8.478891816721355,496,547,,45000.0
0,2,18.68436398737693,496,650,,45000.0
0,3,22.5789736377943,1451,1656,,45000.0
0,4,28.951289871350635,496,753,,45000.0
0,5,35.656016583165524,496,805,,45000.0
0,6,11.502540310268135,1451,1401,,45000.0
0,7,11.815570888618248,1451,1453,,45000.0
0,8,15.312443040707553,496,649,,45000.0
0,9,22.167482820819686,496,751,,45000.0
0,10,28.58008709392353,496,803,,45000.0
0,11,35.456397801675365,496,855,,45000.0
0,12,18.220769947680342,1451,1351,,45000.0
0,13,14.74795971236781,1451,1454,,45000.0
0,14,18.329025725026703,1451,1505,,45000.0
0,15,24.33862315624208,1451,1557,,45000.0
0,16,28.85027738665189,496,853,,45000.0
0,17,32.29617567040019,496,904,,45000.0
0,18,26.540256546306637,1451,1250,,45000.0
0,19,21.256691854063675,1451,1352,,45000.0
0,20,21.175288735400745,1451,1404,,45000.0
0,21,27.153537062938035,1451,1456,,45000.0
0,22,30.239824398687112,1451,1559,,45000.0
0,23,35.66621831625702,1451,1611,,45000.0
0,24,31.909513951247078,1451,1200,,45000.0
0,25,31.930186705617114,1451,1252,,45000.0
0,26,29.78753094713243,1451,1303,,45000.0
0,27,28.082310915811668,1451,1406,,45000.0
0,28,30.924339876350253,1451,1407,,45000.0
0,29,35.7981260393442,1451,1509,,45000.0
0,30,43.438322470409354,1451,998,,45000.0
0,31,43.95151987391268,1451,1050,,45000.0
0,32,40.65075139634196,1451,1152,,45000.0
0,33,41.521741506179275,1451,1204,,45000.0
0,34,38.42163526997776,1451,1306,,45000.0
0,35,39.6209344044918,1451,1358,,45000.0
1,2,11.718257643569743,1553,1605,,45000.0
1,3,15.560738774218537,1553,1656,,45000.0
1,4,22.341224732049902,1553,1708,,45000.0
1,5,29.466751583147214,548,805,,45000.0
1,6,11.642420617309398,547,545,,45000.0
1,7,8.64880788640037,1502,1503,,45000.0
1,8,11.286942636939699,1553,1555,,45000.0
1,9,18.013453271814523,1553,1607,,45000.0
1,10,22.39082209390522,548,803,,45000.0
1,11,29.397441899454343,548,855,,45000.0
1,12,17.947099237109363,547,595,,45000.0
1,13,18.25433435706764,1502,1454,,45000.0
1,14,15.281512888958733,1502,1505,,45000.0
1,15,18.09298613536902,1553,1557,,45000.0
1,16,24.581164687623005,1553,1609,,45000.0
1,17,29.226491279396434,547,904,,45000.0
1,18,24.272485766195622,547,645,,45000.0
1,19,24.591437922714885,1502,1352,,45000.0
1,20,24.309431346805198,1502,1404,,45000.0
1,21,24.702431546436713,1502,1456,,45000.0
1,22,24.818829699706438,1553,1559,,45000.0
1,23,30.719125262692444,1553,1611,,45000.0
1,24,34.25917335616179,547,745,,45000.0
1,25,34.44024032392566,547,797,,45000.0
1,26,32.697498272265605,1502,1303,,45000.0
1,27,30.75176912601595,1502,1406,,45000.0
1,28,31.518838493109804,1502,1458,,45000.0
1,29,31.342933724254905,1553,1509,,45000.0
1,30,45.77902150358268,547,947,,45000.0
1,31,44.16575816337649,547,948,,45000.0
1,32,43.07344328983853,1502,1152,,45000.0
1,33,43.70620881578455,1502,1204,,45000.0
1,34,40.60610257958304,1502,1306,,45000.0
1,35,41.5982757179618,1502,1358,,45000.0
2,3,8.433769875318154,1605,1656,,45000.0
2,4,15.27848984745645,1605,1708,,45000.0
2,5,22.285394149310775,650,805,,45000.0
2,6,18.667648403743804,1605,1401,,45000.0
2,7,12.066509919034065,1605,1503,,45000.0
2,8,8.23700535476124,650,649,,45000.0
2,9,11.053183334431695,1605,1607,,45000.0
2,10,15.209464660068779,650,803,,45000.0
2,11,22.216084465617904,650,855,,45000.0
2,12,20.960852369981932,650,595,,45000.0
2,13,14.662121089168917,650,647,,45000.0
2,14,18.318931404404772,650,698,,45000.0
2,15,17.82517020965464,1605,1557,,45000.0
2,16,17.931090484417968,1605,1609,,45000.0
2,17,24.52666986215096,1605,1711,,45000.0
2,18,21.363221865627203,650,645,,45000.0
2,19,24.2640499859142,650,696,,45000.0
2,20,24.28142222087444,650,748,,45000.0
2,21,26.682834133079353,1605,1456,,45000.0
2,22,21.400848402031368,1605,1610,,45000.0
2,23,24.493829488536434,1605,1611,,45000.0
2,24,32.24327822193559,650,745,,45000.0
2,25,31.957606425966677,650,797,,45000.0
2,26,32.26808650779331,650,849,,45000.0
2,27,32.27460407453178,1605,1406,,45000.0
2,28,32.556029942502605,1605,1458,,45000.0
2,29,30.238201477069804,1605,1509,,45000.0
2,30,44.74095177096512,650,947,,45000.0
2,31,42.63956683567643,650,948,,45000.0
2,32,42.33520087789614,650,1000,,45000.0
2,33,44.251886449173384,1605,1204,,45000.0
2,34,41.15178021297187,1605,1306,,45000.0
2,35,41.67961032523852,1605,1358,,45000.0
3,4,8.425754323591075,702,753,,45000.0
3,5,15.317254829610372,702,805,,45000.0
3,6,22.510129534392597,1656,1401,,45000.0
3,7,15.908991049682859,1656,1503,,45000.0
3,8,11.785813279341696,1657,1555,,45000.0
3,9,11.495275166943525,1657,1607,,45000.0
3,10,11.801823247550768,1657,1659,,45000.0
3,11,15.341571487226037,702,855,,45000.0
3,12,25.661270820245477,1657,1351,,45000.0
3,13,20.943649126313893,702,647,,45000.0
3,14,18.13127302285305,702,698,,45000.0
3,15,18.146425249063174,1657,1557,,45000.0
3,16,14.934336062787432,1657,1660,,45000.0
3,17,18.302319736011633,1657,1711,,45000.0
3,18,27.25757752159905,702,645,,45000.0
3,19,24.463563985535604,702,696,,45000.0
3,20,24.273505814712394,702,748,,45000.0
3,21,26.66185096940513,1657,1456,,45000.0
3,22,21.379865238357144,1657,1610,,45000.0
3,23,21.3121362169889,1657,1662,,45000.0
3,24,32.91538338137468,702,745,,45000.0
3,25,32.386414963387324,702,797,,45000.0
3,26,32.467600507414716,702,849,,45000.0
3,27,32.040457026132685,1657,1406,,45000.0
3,28,32.08848934275338,1657,1458,,45000.0
3,29,29.770660877320577,1657,1509,,45000.0
3,30,45.89184912784559,702,947,,45000.0
3,31,43.55787381933794,702,948,,45000.0
3,32,43.00730603733523,702,1000,,45000.0
3,33,43.53921244927715,1657,1204,,45000.0
3,34,40.43910621307564,1657,1306,,45000.0
3,35,40.722189964615204,1657,1358,,45000.0
4,5,8.748793615358215,754,805,,45000.0
4,6,28.98375041302762,1708,1401,,45000.0
4,7,22.60591427526266,1708,1503,,45000.0
4,8,15.371774711353929,1708,1555,,45000.0
4,9,11.484021854737248,753,751,,45000.0
4,10,8.504015589751818,1708,1709,,45000.0
4,11,11.430202960149488,1759,1761,,45000.0
4,12,29.24723225225771,1708,1351,,45000.0
4,13,24.374652800283254,753,647,,45000.0
4,14,18.226978588153443,753,749,,45000.0
4,15,17.8733139925867,753,801,,45000.0
4,16,18.166816420569454,753,853,,45000.0
4,17,15.029128005872353,1708,1711,,45000.0
4,18,30.275166984180384,753,645,,45000.0
4,19,24.686866850212773,753,747,,45000.0
4,20,21.60175002375987,753,748,,45000.0
4,21,24.212582519927803,753,851,,45000.0
4,22,24.48893219220708,1708,1610,,45000.0
4,23,24.22059964049343,1708,1662,,45000.0
4,24,30.946679003019543,753,745,,45000.0
4,25,30.171302583777507,753,797,,45000.0
4,26,30.015043993077708,753,849,,45000.0
4,27,32.440909282959986,753,900,,45000.0
4,28,34.329435876267674,753,1003,,45000.0
4,29,32.45495046546348,1708,1509,,45000.0
4,30,44.38207599070198,753,947,,45000.0
